R,hint,施設名,0,1
74.0,74,おかもと虹保育園,182894.69703201027,#e31c1c60
75.0,75,御影のどか保育園,1373916.501162624,#feb34e60
76.0,76,住吉むつみ保育園　　※分園含む　※３,296485.44212438783,#fc5c2e60
77.0,77,ＡＢＣみかげ保育園,333570.0970865539,#fec66160
78.0,78,ブルーノの森保育園,167526.5713535677,#fedb7a60
79.0,79,神戸住吉保育園,164919.732728066,#fd8d3c60
80.0,80,澤田　赤ちゃんホーム,269767.58485217276,#fedb7a60
81.0,81,中村　赤ちゃんホーム,696026.3278558343,#fc7c3760
83.0,83,"あすの乳児ルーム, キッズクラブ本山南",111296.48412458741,#feba5460
84.0,84,"小規模保育園ハピネスファミリー, はぴふぁみえるあ　小規模保育園　Lino",2492803.238432402,#feb34e60
85.0,85,茶屋本庄園,48850.25321384372,#fed77460
86.0,86,チャイルドハート保育サロン甲南園,95644.12382759225,#ffeda160
87.0,87,あおい宙　こうなん,47498.876845284685,#fffbc260
88.0,88,RICホープ御影,122699.61710441225,#fd9b4260
89.0,89,御影小規模保育ルーム,680644.9583020911,#fece6b60
90.0,90,コスモチャイルド保育園神戸東灘園,199871.11747652604,#fece6b60
91.0,91,甲南やまゆり保育園,91938.03603694134,#fee79360
92.0,92,京進のほいくえんHOPPA東灘園,402120.08907153836,#fc602f60
93.0,93,幼保連携型　明照認定こども園,2919619.509867365,#feda7860
94.0,94,幼保連携型　つきかげ認定こども園,2811070.5016317014,#fee08560
95.0,95,幼保連携型認定こども園　星の杜こども園,2067010.4482241701,#ffefa660
96.0,96,幼保連携型認定こども園　キッズキャンパス,9880350.371582365,#feda7960
97.0,97,幼保連携型認定こども園　八多保育園,3781197.030343066,#fff3af60
98.0,98,幼保連携型認定こども園　星の子こども園,1579207.411521854,#fff2ac60
100.0,100,からと保育所,10312098.453529803,#fee28960
101.0,101,道場保育園,19737476.662747998,#fff7b860
102.0,102,有馬保育園,12677717.585469019,#fec66160
103.0,103,大池保育園,15649131.20826195,#feb65060
104.0,104,ひとみ保育園,2271621.6833127327,#fee48e60
105.0,105,オリンピア神戸北保育園,18984353.35572764,#ffefa660
106.0,106,岡田　赤ちゃんホーム,3488992.7107324433,#fee79360
107.0,107,いつくしみ愛児園,1246714.9741540765,#fff3af60
109.0,109,パンダこうとく保育園,45310453.82479516,#f0362360
110.0,110,小規模保育　かがやき保育園,785065.960949993,#fff4b360
111.0,111,こぐまプリスクール北神戸園,772940.749798828,#ffeea260
112.0,112,いちご保育園（恒生病院）,1599123.4706577726,#fff3af60
113.0,113,幼保連携型認定こども園　宝地院保育園,329378.35362138867,#fee18860
114.0,114,幼保連携型認定こども園　大同保育園,2787575.7385808635,#fecb6760
115.0,115,幼保連携型認定こども園　モーツァルト兵庫こども園,125491.51034288433,#ee312260
118.0,118,松原保育所,104948.36116894546,#fdaa4860
119.0,119,羽坂保育所,79608.85268884063,#fdaf4a60
120.0,120,平野保育所,425440.3077851042,#fda94860
121.0,121,小河保育所,308180.3728104235,#f9492860
122.0,122,ゆりかご保育園,2589437.4306636085,#fee79360
123.0,123,本願寺派湊川保育園,619308.3848313439,#fedd8060
124.0,124,神徳館保育所,694819.8480168129,#fd994160
125.0,125,ルンビニー愛児園,388793.62098607497,#fc542b60
126.0,126,ちびくろ保育園,308687.47555666685,#c3042460
127.0,127,御崎保育所,1909842.9090748148,#feca6560
128.0,128,兵庫保育園,951774.197474686,#fda34560
129.0,129,平岡　赤ちゃんホーム,512404.95857255673,#fc683160
130.0,130,藪本　赤ちゃんホーム,388070.82967356185,#fee99960
132.0,132,モーツァルト兵庫駅ナカ小規模保育園,106862.23119404582,#80002660
133.0,133,小規模保育園　めいせい,105636.5301258836,#eb2a2060
135.0,135,宝地院保育園ふたば,257636.72021419636,#fece6b60
136.0,136,認定こども園　このみ保育園,1456819.7977452313,#fec76360
139.0,139,幼保連携型認定こども園　みどりこども園,19875127.930572968,#fc7a3660
140.0,140,幼保連携型認定こども園　鈴蘭台北町こども園,4303729.918779744,#fed77460
144.0,144,桜の宮保育所,1489618.3835088036,#fda94860
145.0,145,君影保育所,4076475.9768364443,#fed97660
147.0,147,ひよどり台保育所,1736559.7605074176,#ffeda160
148.0,148,鈴蘭台南町保育所,392520.4976813153,#fee48d60
150.0,150,太陽の子保育園,719200.413355682,#fee18860
151.0,151,頌栄保育園,1713286.5874077538,#fee79360
152.0,152,谷上保育園　　※分園を含む,8464320.801142536,#fdae4a60
153.0,153,すずらんキッズ保育園,856981.9113496653,#fff4b160
154.0,154,西鈴蘭台頌栄保育園,1397566.4251556122,#feb85360
155.0,155,山のまち保育園,3045042.761608451,#fd9b4260
156.0,156,村上　赤ちゃんホーム,8853691.70850511,#fc803860
157.0,157,赤ちゃんホームもものみ,1523147.2704924636,#fed26f60
158.0,158,小規模保育園小倉台ひまわり,2600268.9741536905,#fedb7a60
159.0,159,小規模保育園　北鈴どんぐり園,772525.9174310562,#feb85360
160.0,160,アートチャイルドケア神戸谷上,2103511.168001074,#febf5a60
161.0,161,さくら保育園,6534215.103806945,#fd994160
162.0,162,幼保連携型認定こども園　のぞみ保育園,1274568.753365219,#fd9a4160
163.0,163,幼保連携型認定こども園　若竹保育園,884811.7218107405,#fda84760
164.0,164,幼保連携型認定こども園　名谷みどりこども園,487274.59349189425,#fd994160
165.0,165,菅の台保育所,1884906.74571099,#feb24c60
166.0,166,竜が台保育所,578246.055003203,#feb65060
167.0,167,北須磨保育園,1625158.6946357237,#fd8e3c60
168.0,168,あじさい保育園,2278756.011251156,#fed26f60
169.0,169,やまびこ保育園,5596695.34141343,#fda74760
170.0,170,くすの木保育園,2607557.880577555,#fd8e3c60
171.0,171,北須磨第２保育園,705050.5481168701,#fdaa4860
172.0,172,堀切　赤ちゃんホーム,2951210.928132397,#fd953f60
173.0,173,幼保連携型認定こども園　はっとこども園,890221.448121084,#fff0a960
174.0,174,幼保連携型認定こども園　なかはらこども園,230919.2031992478,#fc883a60
175.0,175,認定こども園　六甲道COCORO,169690.54578300516,#fecb6760
176.0,176,幼保連携型認定こども園　八幡幼稚園・八幡ピジョン保育園,98917.92485644283,#fda74760
177.0,177,認定こども園　高羽COCORO,225773.34083988488,#fc743460
178.0,178,幼保連携型認定こども園　神戸さくら保育園,1197770.4957136854,#fdac4960
180.0,180,幼保連携型認定こども園　光愛児園　※分園含む　※１,206498.08362563496,#fed97660
181.0,181,幼保連携型認定こども園　青谷愛児園,3298008.108990167,#fc8c3b60
182.0,182,幼保連携型認定こども園　おおいしこども園,188739.79660403947,#fd913d60
183.0,183,幼保連携型認定こども園　オリンピア都こども園,135428.14583405887,#fc843960
184.0,184,幼保連携型　めばえの園認定こども園　※分園含む　※２,217504.0105931821,#fd9b4260
185.0,185,灘保育所,1075199.8471492974,#fec15c60
186.0,186,西灘保育所,173985.96040164493,#febc5760
187.0,187,石屋川保育所,275041.15832483175,#fc743460
188.0,188,倉石保育所,200943.12606281758,#fdaa4860
189.0,189,やはた桜保育所,374911.3198914107,#fd913d60
192.0,192,同朋保育園,7182227.395349592,#eb2c2060
193.0,193,ゆりか保育園,138276.4977810722,#f6432760
194.0,194,六甲ゆりかご保育園,133442.00263709968,#fc883a60
195.0,195,花音つばさ保育園,167437.7590826195,#fc5c2e60
196.0,196,琵琶COCORO保育園,174424.41170859677,#fda44660
197.0,197,赤ちゃんホーム　なだのみ,141668.99286091112,#fd923e60
198.0,198,赤ちゃんホーム　つぼみ,1004975.7751130564,#fc643060
201.0,201,コアラ愛児園,104099.48076833464,#c0022560
203.0,203,小規模保育園　六甲道,72829.72918589115,#fd8f3d60
204.0,204,保育ルーム　ちいさなCOCORO,96286.18930110266,#fdab4960
205.0,205,京進のほいくえんHOPPA灘園,177860.76977614322,#fda14460
206.0,206,キッズパートナー王子公園,207127.83759592142,#fc5c2e60
207.0,207,ポピンズ小規模保育園HAT神戸,341503.8632397519,#febf5a60
208.0,208,（仮称）神戸六甲キッズバルーン,82854.45766872431,#fdab4960
209.0,209,（仮称）くじら保育園神戸六甲園,81978.7964966114,#fdaa4860
210.0,210,幼保連携型認定こども園　神戸保育園,293986.9128214392,#fd994160
211.0,211,幼保連携型認定こども園　たから保育園,386230.4652282281,#feca6560
212.0,212,幼保連携型認定こども園　神楽こども園,391816.8995904086,#f6412660
213.0,213,神戸エンゼル認定こども園,205635.60134223974,#fece6b60
214.0,214,認定こども園　近田幼稚園,300523.49611815525,#feda7860
217.0,217,菅原保育所,283439.33794948034,#e31a1c60
218.0,218,本庄保育所,605311.0344093379,#fec15c60
219.0,219,駒栄保育所,444355.0838170228,#fedb7c60
220.0,220,房王寺保育所,887293.9721948637,#fee79360
221.0,221,明泉寺保育所,1260941.5420911144,#feec9f60
224.0,224,しりいけ保育所,754210.7793646692,#febb5660
225.0,225,ふたば保育所,418099.0088785805,#fedd7e60
226.0,226,新生保育園,1777963.2940542535,#fdaf4a60
227.0,227,"神視保育園, 天隣乳児保育園",422823.8361049226,#ea292060
228.0,228,けやき保育園,6929854.269631963,#fda74760
229.0,229,みすまる保育園,487544.4764359767,#fd953f60
230.0,230,五位の池保育園,438751.5020776447,#fc6e3360
231.0,231,ほそだ保育園,256905.99212346502,#fd8e3c60
232.0,232,豊福　赤ちゃんホーム,768778.643205447,#fdb04b60
233.0,233,こぐまプリスクール新長田園,305836.58061118925,#fc683160
234.0,234,幼保連携型認定こども園　岩岡こども園　　※分園を含む,15143911.590078425,#fedf8260
235.0,235,幼保連携型認定こども園　おっこう山,6789089.292543994,#fed77460
236.0,236,幼保連携型認定こども園　あさひ保育園,8062363.562743758,#feeb9d60
237.0,237,幼保連携型認定こども園　YMCA保育園　　※分園を含む,1411858.3762604073,#fee28960
238.0,238,幼保連携型認定こども園　なごみ保育園,2012356.8460702244,#fec86460
239.0,239,幼保連携型認定こども園　西神戸YMCA保育園,420334.48744205444,#fff0a860
240.0,240,幼保連携型認定こども園　神戸潤和保育園,815568.1638572299,#fc622f60
241.0,241,幼保連携型認定こども園　神戸学園都市YMCAこども園,5421302.7420152165,#fda74760
242.0,242,認定こども園　ななほし保育園,904893.7854604296,#fee48d60
243.0,243,幼保連携型認定こども園　あい保育園,606845.7176148503,#feb24c60
244.0,244,幼保連携型認定こども園　あゆみ幼児園,922769.8241732902,#fedf8260
245.0,245,幼保連携型認定こども園　同朋にこにここども園　※分園含む　※２,3715482.9833849636,#fdab4960
246.0,246,幼保連携型認定こども園　わらべ保育園,2749162.3051359258,#fedb7c60
247.0,247,幼保連携型認定こども園　有瀬幼稚園,443504.07933806384,#fdab4960
248.0,248,認定こども園　さくらんぼ幼稚園,5203546.292631283,#fffbc360
250.0,250,認定こども園　桑ノ木幼稚園,530512.022283557,#fedb7a60
251.0,251,玉津保育所,1149686.2686628962,#fd923e60
252.0,252,押部谷保育所,5496586.4762191195,#feda7860
253.0,253,王塚台保育所,1070008.3349501947,#fed06c60
254.0,254,日輪寺保育園,2098275.313200882,#fedb7a60
255.0,255,弁天保育園,525096.7217773374,#fd9b4260
256.0,256,神出保育園,15798482.080351032,#feb34e60
257.0,257,平野保育園,5402852.470006168,#fee48e60
258.0,258,出合保育園,669618.8242726055,#fee69160
259.0,259,持子保育園,1072909.9966619536,#fed26f60
260.0,260,竹の台保育園,2067459.7561639661,#fed97660
261.0,261,美賀多保育園,5865082.554712617,#fed06c60
262.0,262,まゆか保育園,1992919.068612553,#fd923e60
263.0,263,つぐみ保育園,241919.19595171086,#fec15c60
264.0,264,ひまわり保育園,2130664.7363632396,#fd994160
265.0,265,なかよし保育園　　※分園を含む,1715298.5808328497,#fec15c60
266.0,266,あおぞら保育園,1094553.3692680392,#fedb7a60
267.0,267,枦谷つぐみ保育園,1463877.925886132,#fecc6860
268.0,268,枝吉保育所,189109.79027219862,#ffeda160
269.0,269,井吹北つぐみ保育園　　※分園を含む,1110008.4501450078,#fd9e4360
270.0,270,山本　赤ちゃんホーム,279814.88574372564,#fdb14b60
271.0,271,津吉　赤ちゃんホーム,4506448.162191346,#fda14460
272.0,272,こばとキンダ―ルーム,1026388.3819335024,#fedd7e60
273.0,273,西神中央エンゼルホーム,3426570.85128549,#fda14460
275.0,275,学園都市駅前小規模保育園,453410.64112254465,#fee79560
276.0,276,小規模保育園ふわり池上,968506.581675497,#fec66160
277.0,277,小規模保育つぐみ　House,469941.74054465914,#feb54f60
278.0,278,キッズパートナー狩場台,6963482.133259091,#febd5860
279.0,279,ひかりのくれよん,20465502.504986864,#febb5660
280.0,280,事業所内保育事業　みどり保育園,831620.9202590763,#fedd8060
281.0,281,幼保連携型認定こども園　若木保育園,169552.93981651694,#fdaf4a60
286.0,286,須磨保育所,85718.52409482836,#fc8c3b60
287.0,287,たかとり保育所,327550.91011151084,#fec76360
288.0,288,高倉台保育所,2230415.5781001966,#fdb14b60
289.0,289,東須磨愛児園　　※分園含む,1251540.0757631955,#fc7c3760
290.0,290,太田共同保育園,74034.13430265928,#fc5a2d60
291.0,291,千歳保育園,215618.9429651237,#fb4c2960
292.0,292,村雨保育園　※分園含む　※２,688150.9455393594,#ffeea260
293.0,293,すまいる保育園,2302015.1731888,#ffefa660
294.0,294,いたやど保育園,252232.5817712881,#fc7a3660
295.0,295,若宮保育園,510488.189139642,#fd9e4360
296.0,296,たかとりちどり保育園,253357.97410564224,#fdaa4860
297.0,297,大池　赤ちゃんホーム,109445.24906365044,#d9131e60
298.0,298,林　赤ちゃんホーム,378251.9977389352,#fda84760
299.0,299,小原　赤ちゃんホーム,469878.7699576221,#dd161d60
300.0,300,ヤクルトキッズスクール須磨,1164948.3405564816,#fff0a960
301.0,301,幼保連携型認定こども園　多夢の森,428103.9907893407,#feb24c60
302.0,302,幼保連携型認定こども園　夢の森,353670.89083684573,#fff0a860
303.0,303,幼保連携型　おとぎ認定こども園,226677.69963169086,#fedb7c60
304.0,304,幼保連携型認定こども園　花の森,892273.2921488578,#fedd7e60
305.0,305,幼保連携型認定こども園　心の森,448349.7730969673,#feb85360
308.0,308,幼保連携型小束山認定こども園,854088.6589154135,#fed06c60
309.0,309,幼保連携型認定こども園　桃の木幼稚園,1877917.8430441655,#feda7860
310.0,310,幼保連携型認定こども園　上高丸,337949.96340664546,#fee69160
315.0,315,奥ノ池保育所,507139.61432136886,#fede8160
317.0,317,本多聞保育所,343696.32261735515,#fda04460
318.0,318,川原保育所,237230.54029349147,#fd923e60
320.0,320,向陽保育所,292699.38692036597,#fda24560
321.0,321,舞子保育園,284703.4044929884,#fec86460
322.0,322,歌敷山保育園,449016.8519342512,#fed06c60
323.0,323,東垂水保育園,355092.1856754206,#fda04460
324.0,324,塩屋保育園,2206180.298438485,#feea9a60
325.0,325,滝の茶屋保育園,612820.3463889749,#fd8d3c60
326.0,326,学が丘保育園　　※分園を含む,814052.1948589936,#fdac4960
327.0,327,たるみ保育園,188122.51833512596,#fc663060
328.0,328,"ドレミキッズ保育園, ハープキッズ",381782.6239210391,#febd5860
329.0,329,千鳥が丘親和保育園,287272.1740140885,#fee28a60
330.0,330,ことぶき保育園,556018.984319327,#fede8160
331.0,331,ひとまる保育園,653849.2405394847,#fc7e3760
332.0,332,かすみがおか虹保育園,327955.16072706296,#fee48d60
333.0,333,たけの保育園　　※分園を含む,451832.40244473616,#fc7a3660
334.0,334,かすが保育園,876401.8892584378,#fed67360
335.0,335,多聞台保育園,375471.1080265108,#fff3af60
336.0,336,たかつか保育園,1821181.14667043,#feb65060
337.0,337,岩崎　赤ちゃんホーム,252149.06878447963,#fee28a60
338.0,338,藤田赤ちゃんホームひまわり,203772.99507002617,#fee59060
339.0,339,きたぐち　赤ちゃんホーム,639635.5594190744,#feb54f60
340.0,340,井口　赤ちゃんホームinジェームス山,813017.809156411,#fee18660
341.0,341,はやし赤ちゃんホームｉｎ五色山,641254.6790760017,#fc7c3760
342.0,342,大塚　赤ちゃんホーム,247007.8274237491,#fedb7c60
343.0,343,ちっちゃなこども園ふたば,346177.2516923427,#feb24c60
344.0,344,本多聞小規模保育園,331242.1215534154,#fdb04b60
345.0,345,青山台小規模保育園,494952.8371411611,#febb5660
346.0,346,虹っこひろば,323541.0596989683,#fec66160
347.0,347,小規模保育園　たるみ駅ナカ,204909.7717265689,#fd9d4360
348.0,348,垂水駅前小規模保育園,56987.249657073815,#feb65060
349.0,349,つくし,560371.9890530843,#ffefa560
350.0,350,小規模保育園CHES（チェス）,271380.8681327381,#fed06c60
351.0,351,小規模保育園さくら,265110.01751290244,#fed57160
352.0,352,小規模保育園KOBILS,1343579.738250892,#fee28960
353.0,353,小規模保育事業　花の森,690864.5005320262,#fecd6960
354.0,354,キッズブライト・ナーサリー垂水,199818.49459431623,#fed77460
355.0,355,ちっちゃなこども園よつば,1475073.4827029328,#fdac4960
356.0,356,小規模保育園ちゃいるどるーむ,864799.99945496,#feb85360
357.0,357,いるか保育園,972789.1100923393,#fc6c3260
358.0,358,オービーホームキッズ,903556.1723512954,#fd9b4260
359.0,359,ハートランド・きっず,318217.92967441166,#ffeea260
